venue,year,title,authors,pdf_url,source_url
CVPR,2026,MPL: Match-guided Prototype Learning for Few-shot Action Recognition,"Feng Yang, Jie Zhao, Fulin Luo, Anyong Qin, Tiecheng Song, Yue Zhao, Chenqiang Gao, Junwei Han",https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_MPL_Match-guided_Prototype_Learning_for_Few-shot_Action_Recognition_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MR-RAG: Multimodal Relevance-Aware Retrieval-Augmented Generation for Medical Visual Question Answering,"Xuze Li, Haozhao Wang, Zhenyu Huang, Zhongxu Wang, Jinghua Zhang, Ruixuan Li",https://openaccess.thecvf.com/content/CVPR2026/papers/Li_MR-RAG_Multimodal_Relevance-Aware_Retrieval-Augmented_Generation_for_Medical_Visual_Question_Answering_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MR. Illuminate: Zero-Shot Low-Light Image Enhancement with Diffusion Prior,"Joshua Cho, Sara Aghajanzadeh, Zhen Zhu, David Forsyth",https://openaccess.thecvf.com/content/CVPR2026/papers/Cho_MR._Illuminate_Zero-Shot_Low-Light_Image_Enhancement_with_Diffusion_Prior_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MRD: Multi-resolution Retrieval-Detection Fusion for High-Resolution Image Understanding,"Fan Yang, Xingping Dong, Xin Yu, Wenhan Luo, Wei Liu, Kaihao Zhang",https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_MRD_Multi-resolution_Retrieval-Detection_Fusion_for_High-Resolution_Image_Understanding_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MRI Contrast Enhancement Kinetics World Model,"Jindi Kong, Yuting He, Cong Xia, Rongjun Ge, Shuo Li",https://openaccess.thecvf.com/content/CVPR2026/papers/Kong_MRI_Contrast_Enhancement_Kinetics_World_Model_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MS-Temba: Multi-Scale Temporal Mamba for Understanding Long Untrimmed Videos,"Arkaprava Sinha, Monish Soundar Raj, Pu Wang, Ahmed Helmy, Hieu Le, Srijan Das",https://openaccess.thecvf.com/content/CVPR2026/papers/Sinha_MS-Temba_Multi-Scale_Temporal_Mamba_for_Understanding_Long_Untrimmed_Videos_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MSCD-GS: Motion-Separated Cooperative Deblurring Dynamic Reconstruction via Gaussian Splatting,"Yongjian Liao, Xu Zou, Wenjun Chen, Huixuan Li, Xiaoen Xie, Chunxi Li, Shixiang Huang, Gang Zhang, Jiahuan Zhou, Sheng Zhong, Luxin Yan",https://openaccess.thecvf.com/content/CVPR2026/papers/Liao_MSCD-GS_Motion-Separated_Cooperative_Deblurring_Dynamic_Reconstruction_via_Gaussian_Splatting_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MSGNav: Unleashing the Power of Multi-modal 3D Scene Graph for Zero-Shot Embodied Navigation,"Xun Huang, Shijia Zhao, Yunxiang Wang, Xin Lu, Wanfa Zhang, Rongsheng Qu, Weixin Li, Yunhong Wang, Chenglu Wen",https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_MSGNav_Unleashing_the_Power_of_Multi-modal_3D_Scene_Graph_for_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MSJoE: Jointly Evolving MLLM and Sampler for Efficient Long-Form Video Understanding,"Wenhui Tan, Xiaoyi Yu, Jiaze Li, Yijing Chen, Jianzhong Ju, Zhenbo Luo, Ruihua Song, Jian Luan",https://openaccess.thecvf.com/content/CVPR2026/papers/Tan_MSJoE_Jointly_Evolving_MLLM_and_Sampler_for_Efficient_Long-Form_Video_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MSPT: Efficient Large-Scale Physical Modeling via Parallelized Multi-Scale Attention,"Pedro M. P. Curvo, Jan-Willem van de Meent, Maksim Zhdanov",https://openaccess.thecvf.com/content/CVPR2026/papers/Curvo_MSPT_Efficient_Large-Scale_Physical_Modeling_via_Parallelized_Multi-Scale_Attention_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MSRL: Scaling Generative Multimodal Reward Modeling via Multi-Stage Reinforcement Learning,"Chenglong Wang, Yifu Huo, Yang Gan, Qiaozhi He, Qi Meng, Bei Li, Yan Wang, Junfu Liu, Tianhua Zhou, Jingbo Zhu, Tong Xiao",https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_MSRL_Scaling_Generative_Multimodal_Reward_Modeling_via_Multi-Stage_Reinforcement_Learning_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MS^2Gait: A Multi-Scale Spatio-Temporal Fusion Network for LiDAR-based Gait Recognition,"Shenyin Xu, Yishan Wang, Xinyu Li, Rui Liu, Zhongyuan Wang, Xin Tian",https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_MS2Gait_A_Multi-Scale_Spatio-Temporal_Fusion_Network_for_LiDAR-based_Gait_Recognition_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MTA: Multimodal Task Alignment for BEV Perception and Captioning,"Yunsheng Ma, Burhaneddin Yaman, Xin Ye, Jingru Luo, Feng Tao, Abhirup Mallik, Ziran Wang, Liu Ren",https://openaccess.thecvf.com/content/CVPR2026/papers/Ma_MTA_Multimodal_Task_Alignment_for_BEV_Perception_and_Captioning_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MU-GeNeRF: Multi-view Uncertainty-guided Generalizable Neural Radiance Fields for Distractor-aware Scene,"Wenjie Mu, Zhan Li, Chuanzhou Su, Xuanyi Shen, Ziniu Liu, Fan Lu, Yujian Mo, Junqiao Zhao, Tiantian Feng, Chen Ye, Guang Chen",https://openaccess.thecvf.com/content/CVPR2026/papers/Mu_MU-GeNeRF_Multi-view_Uncertainty-guided_Generalizable_Neural_Radiance_Fields_for_Distractor-aware_Scene_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MUFASA: A Multi-Layer Framework for Slot Attention,"Sebastian Bock, Leonie Schüßler, Krishnakant Singh, Simone Schaub-Meyer, Stefan Roth",https://openaccess.thecvf.com/content/CVPR2026/papers/Bock_MUFASA_A_Multi-Layer_Framework_for_Slot_Attention_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MUSE: Harnessing Precise and Diverse Semantics for Few-Shot Whole Slide Image Classification,"Jiahao Xu, Sheng Huang, Xin Zhang, Zhixiong Nan, Jiajun Dong, Nankun Mu",https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_MUSE_Harnessing_Precise_and_Diverse_Semantics_for_Few-Shot_Whole_Slide_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MUST: Modality-Specific Representation-Aware Transformer for Diffusion-Enhanced Survival Prediction with Missing Modality,"Kyungwon Kim, Dosik Hwang",https://openaccess.thecvf.com/content/CVPR2026/papers/Kim_MUST_Modality-Specific_Representation-Aware_Transformer_for_Diffusion-Enhanced_Survival_Prediction_with_Missing_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MV-Fashion: Towards Enabling Virtual Try-On and Size Estimation with Multi-View Paired Data,"Hunor Laczkó, Libang Jia, Loc-Phat Truong, Diego Hernández, Sergio Escalera, Jordi Gonzalez, Meysam Madadi",https://openaccess.thecvf.com/content/CVPR2026/papers/Laczko_MV-Fashion_Towards_Enabling_Virtual_Try-On_and_Size_Estimation_with_Multi-View_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MV-RoMa: From Pairwise Matching into Multi-View Track Reconstruction,"Jongmin Lee, Seungyeop Kang, Sungjoo Yoo",https://openaccess.thecvf.com/content/CVPR2026/papers/Lee_MV-RoMa_From_Pairwise_Matching_into_Multi-View_Track_Reconstruction_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MV-TAP: Tracking Any Point in Multi-View Videos,"Jahyeok Koo, Inès Hyeonsu Kim, Mungyeom Kim, Junghyun Park, Seohyeon Park, Jaeyeong Kim, Jung Yi, Seokju Cho, Seungryong Kim",https://openaccess.thecvf.com/content/CVPR2026/papers/Koo_MV-TAP_Tracking_Any_Point_in_Multi-View_Videos_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MV2UV: Generating High-quality UV Texture Maps with Multiview Prompts,"Zheng Zhang, Qinchuan Zhang, Yuteng Ye, Zhi Chen, Penglei Ji, Mengfei Li, Wenxiao Zhang, Yuan Liu",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_MV2UV_Generating_High-quality_UV_Texture_Maps_with_Multiview_Prompts_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MV3DIS: Multi-View Mask Matching via 3D Guides for Zero-Shot 3D Instance Segmentation,"Yibo Zhao, Yigong Zhang, Jin Xie",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhao_MV3DIS_Multi-View_Mask_Matching_via_3D_Guides_for_Zero-Shot_3D_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MVGGT: Multimodal Visual Geometry Grounded Transformer for Multiview 3D Referring Expression Segmentation,"Changli Wu, Haodong Wang, Jiayi Ji, Yutian Yao, Chunsai Du, Jihua Kang, Yanwei Fu, Liujuan Cao",https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_MVGGT_Multimodal_Visual_Geometry_Grounded_Transformer_for_Multiview_3D_Referring_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MVInverse: Feed-forward Multiview Inverse Rendering in Seconds,"Xiangzuo Wu, Chengwei Ren, Jun Zhou, Xiu Li, Yuan Liu",https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_MVInverse_Feed-forward_Multiview_Inverse_Rendering_in_Seconds_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MVLM: Template-Free Tracking via Vision-Language Margin Confidence and Memory-Gated Tracking,"Dae-Hyeon Park, Mina Baek, Jeong-Hun Ha, Chan-Seop Park, Jamshidjon Ganiev, Seung-Hwan Bae",https://openaccess.thecvf.com/content/CVPR2026/papers/Park_MVLM_Template-Free_Tracking_via_Vision-Language_Margin_Confidence_and_Memory-Gated_Tracking_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MVP: Multiple View Prediction Improves GUI Grounding,"Yunzhu Zhang, Zeyu Pan, Zhengwen Zeng, Shuheng Shen, Changhua Meng, Linchao Zhu",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_MVP_Multiple_View_Prediction_Improves_GUI_Grounding_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,M^3KG-RAG: Multi-hop Multimodal Knowledge Graph-enhanced Retrieval-Augmented Generation,"Hyeongcheol Park, Jiyoung Seo, Jaewon Mun, Hogun Park, Wonmin Byeon, Sung June Kim, Hyeonsoo Im, JeungSub Lee, Sangpil Kim",https://openaccess.thecvf.com/content/CVPR2026/papers/Park_M3KG-RAG_Multi-hop_Multimodal_Knowledge_Graph-enhanced_Retrieval-Augmented_Generation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MacTok: Robust Continuous Tokenization for Image Generation,"Hengyu Zeng, Xin Gao, Guanghao Li, Yuxiang Yan, Jiaoyang Ruan, Junpeng Ma, Haoyu Albert Wang, Jian Pu",https://openaccess.thecvf.com/content/CVPR2026/papers/Zeng_MacTok_Robust_Continuous_Tokenization_for_Image_Generation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Machine Mental Imagery: Empower Multimodal Reasoning with Latent Visual Tokens,"Zeyuan Yang, Xueyang Yu, Delin Chen, Maohao Shen, Chuang Gan",https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Machine_Mental_Imagery_Empower_Multimodal_Reasoning_with_Latent_Visual_Tokens_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Machine Unlearning via Adaptive Gradient Reweighting and Multi-stage Objective Optimization,"Juxin Lu, Haoyu Shi, Mengyao Wang, Huaiwen Zhang",https://openaccess.thecvf.com/content/CVPR2026/papers/Lu_Machine_Unlearning_via_Adaptive_Gradient_Reweighting_and_Multi-stage_Objective_Optimization_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MagicFuse: Single Image Fusion for Visual and Semantic Reinforcement,"Hao Zhang, Yanping Zha, Zizhuo Li, Meiqi Gong, Jiayi Ma",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_MagicFuse_Single_Image_Fusion_for_Visual_and_Semantic_Reinforcement_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MagicQuill V2: Precise and Interactive Image Editing with Layered Visual Cues,"Zichen Liu, Yue Yu, Hao Ouyang, Qiuyu Wang, Shuailei Ma, Ka Leong Cheng, Wen Wang, Qingyan Bai, Yuxuan Zhang, Yanhong Zeng, Yixuan Li, Xing Zhu, Yujun Shen, Qifeng Chen",https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_MagicQuill_V2_Precise_and_Interactive_Image_Editing_with_Layered_Visual_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MajutsuCity: Language-driven Aesthetic-adaptive City Generation with Controllable 3D Assets and Layouts,"Zilong Huang, Jun He, Xiaobin Huang, Ziyi Xiong, Yang Luo, Junyan Ye, Weijia Li, Yiping Chen, Ting Han",https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_MajutsuCity_Language-driven_Aesthetic-adaptive_City_Generation_with_Controllable_3D_Assets_and_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Make it SING: Analyzing Semantic Invariants in Classifiers,"Harel Yadid, Meir Yossef Levi, Roy Betser, Guy Gilboa",https://openaccess.thecvf.com/content/CVPR2026/papers/Yadid_Make_it_SING_Analyzing_Semantic_Invariants_in_Classifiers_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MakeAnything: Harnessing Diffusion Transformers for Multi-Domain Procedural Sequence Generation,"Yiren Song, Cheng Liu, Mike Zheng Shou",https://openaccess.thecvf.com/content/CVPR2026/papers/Song_MakeAnything_Harnessing_Diffusion_Transformers_for_Multi-Domain_Procedural_Sequence_Generation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Making Training-Free Diffusion Segmentors Scale with the Generative Power,"Benyuan Meng, Qianqian Xu, Zitai Wang, Xiaochun Cao, Longtao Huang, Qingming Huang",https://openaccess.thecvf.com/content/CVPR2026/papers/Meng_Making_Training-Free_Diffusion_Segmentors_Scale_with_the_Generative_Power_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Making the Classification Explanation Faithful to the Confidence Score,"Jian-Xun Mi, Lu Pan, Weisheng Li",https://openaccess.thecvf.com/content/CVPR2026/papers/Mi_Making_the_Classification_Explanation_Faithful_to_the_Confidence_Score_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Mamba Learns in Context: Structure-Aware Domain Generalization for Multi-Task Point Cloud Understanding,"Jincen Jiang, Qianyu Zhou, Yuhang Li, Kui Su, Meili Wang, Jian Chang, Jian Jun Zhang, Xuequan Lu",https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_Mamba_Learns_in_Context_Structure-Aware_Domain_Generalization_for_Multi-Task_Point_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MambaLiteUNet: Cross-Gated Adaptive Feature Fusion for Robust Skin Lesion Segmentation,"Md Maklachur Rahman, Soon Ki Jung, Tracy Hammond",https://openaccess.thecvf.com/content/CVPR2026/papers/Rahman_MambaLiteUNet_Cross-Gated_Adaptive_Feature_Fusion_for_Robust_Skin_Lesion_Segmentation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MambaSIC: Mamba-based Stereo Image Compression with Bi-directional Multi-reference Entropy Model,"Shiyu Qin, Xinjie Zhang, Zhening Liu, Jinpeng Wang, Bin Chen, Jiawei Li, Yifan Ren, Shu-Tao Xia, Jun Zhang",https://openaccess.thecvf.com/content/CVPR2026/papers/Qin_MambaSIC_Mamba-based_Stereo_Image_Compression_with_Bi-directional_Multi-reference_Entropy_Model_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MangoBench: A Benchmark for Multi-Agent Goal-Conditioned Offline Reinforcement Learning,"Yi Wang, Ningze Zhong, Zhiheng Fu, Longguang Wang, Ye Zhang, Yulan Guo",https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_MangoBench_A_Benchmark_for_Multi-Agent_Goal-Conditioned_Offline_Reinforcement_Learning_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,ManifoldGD: Training-Free Hierarchical Manifold Guidance for Diffusion-Based Dataset Distillation,"Ayush Roy, Wei-Yang Alex Lee, Rudrasis Chakraborty, Vishnu Suresh Lokhande",https://openaccess.thecvf.com/content/CVPR2026/papers/Roy_ManifoldGD_Training-Free_Hierarchical_Manifold_Guidance_for_Diffusion-Based_Dataset_Distillation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,ManifoldNeuS: Manifold-aware View Optimizability for Pose-Free Neural Surface Reconstruction,"Xinxin Liu, Xue Wang, Guoqing Zhou, Qing Wang",https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_ManifoldNeuS_Manifold-aware_View_Optimizability_for_Pose-Free_Neural_Surface_Reconstruction_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Mantis: A Versatile Vision-Language-Action Model with Disentangled Visual Foresight,"Yi Yang, Xueqi Li, Yiyang Chen, Jin Song, Yihan Wang, Zipeng Xiao, Jiadi Su, You Qiaoben, Pengfei Liu, Zhijie Deng",https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Mantis_A_Versatile_Vision-Language-Action_Model_with_Disentangled_Visual_Foresight_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MapReduce LoRA: Advancing the Pareto Front in Multi-Preference Optimization for Generative Models,"Chieh-Yun Chen, Zhonghao Wang, Qi Chen, Zhifan Ye, Min Shi, Yue Zhao, Yinan Zhao, Hui Qu, Wei-An Lin, Yiru Shen, Ajinkya Kale, Irfan Essa, Humphrey Shi",https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_MapReduce_LoRA_Advancing_the_Pareto_Front_in_Multi-Preference_Optimization_for_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MapRoute:Precise-Concept Erasing Mappers via Semantic Routing,"Sihao Li, Baixi Liang, Shuohong Xia, Yunyun Yang",https://openaccess.thecvf.com/content/CVPR2026/papers/Li_MapRoutePrecise-Concept_Erasing_Mappers_via_Semantic_Routing_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Mapping Networks,"Lord Sen, Shyamapada Mukherjee",https://openaccess.thecvf.com/content/CVPR2026/papers/Sen_Mapping_Networks_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Mario: Multimodal Graph Reasoning with Large Language Models,"Yuanfu Sun, Kang Li, Pengkang Guo, Jiajin Liu, Qiaoyu Tan",https://openaccess.thecvf.com/content/CVPR2026/papers/Sun_Mario_Multimodal_Graph_Reasoning_with_Large_Language_Models_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Mark4D: Temporally-Consistent Watermarking for 4D Gaussian Splatting,"Jaejin Lee, Minjae Jeong, Joonhyuk Park, Yechan Hwang, Seunghun Baek, Won Hwa Kim",https://openaccess.thecvf.com/content/CVPR2026/papers/Lee_Mark4D_Temporally-Consistent_Watermarking_for_4D_Gaussian_Splatting_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Markovian Scale Prediction: A New Era of Visual Autoregressive Generation,"Yu Zhang, Jingyi Liu, Yiwei Shi, Qi Zhang, Duoqian Miao, Changwei Wang, Longbing Cao",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Markovian_Scale_Prediction_A_New_Era_of_Visual_Autoregressive_Generation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MarkushGrapher-2: End-to-end Multimodal Recognition of Chemical Structures,"Tim Strohmeyer, Lucas Morin, Gerhard Ingmar Meijer, Valery Weber, Ahmed Nassar, Peter Staar",https://openaccess.thecvf.com/content/CVPR2026/papers/Strohmeyer_MarkushGrapher-2_End-to-end_Multimodal_Recognition_of_Chemical_Structures_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,"Mask to Align, Weight to Disambiguate: Reliable Unsupervised Cross-Modal Hashing with Masked-Weight Contrast","Fan Yang, Yuanzhi Zhao, Haimei Zhao, Yudong Zhao, Haikun Xu",https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Mask_to_Align_Weight_to_Disambiguate_Reliable_Unsupervised_Cross-Modal_Hashing_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MaskAdapt: Learning Flexible Motion Adaptation via Mask-Invariant Prior for Physics-Based Characters,"Soomin Park, Eunseong Lee, Kwang Bin Lee, Sung-Hee Lee",https://openaccess.thecvf.com/content/CVPR2026/papers/Park_MaskAdapt_Learning_Flexible_Motion_Adaptation_via_Mask-Invariant_Prior_for_Physics-Based_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MaskDexGrasp: Generative Masked Modeling for Part-Aware Dexterous Grasp Synthesis,"Binghui Zuo, Lin Zhou, Haoxuan Xu, Jianan Yan, Zhipeng Yu, Zekai Liu, Yangang Wang",https://openaccess.thecvf.com/content/CVPR2026/papers/Zuo_MaskDexGrasp_Generative_Masked_Modeling_for_Part-Aware_Dexterous_Grasp_Synthesis_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MaskDiME: Adaptive Masked Diffusion for Precise and Efficient Visual Counterfactual Explanations,"Changlu Guo, Anders Nymark Christensen, Anders Bjorholm Dahl, Morten Rieger Hannemose",https://openaccess.thecvf.com/content/CVPR2026/papers/Guo_MaskDiME_Adaptive_Masked_Diffusion_for_Precise_and_Efficient_Visual_Counterfactual_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MaskFocus: Focusing Policy Optimization on Critical Steps for Masked Image Generation,"Guohui Zhang, Hu Yu, Xiaoxiao Ma, Yaning Pan, Hang Xu, Jie Huang, Feng Zhao",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_MaskFocus_Focusing_Policy_Optimization_on_Critical_Steps_for_Masked_Image_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Masked Auto-Regressive Variational Acceleration: Fast Inference Makes Practical Reinforcement Learning,"Yuxuan Gu, Weimin Bai, Yifei Wang, Weijian Luo, He Sun",https://openaccess.thecvf.com/content/CVPR2026/papers/Gu_Masked_Auto-Regressive_Variational_Acceleration_Fast_Inference_Makes_Practical_Reinforcement_Learning_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Masked Region Transformer for Layered Image Generation and Editing at Scale,"Zhicong Tang, Jingye Chen, Zhao Zhang, Mohan Zhou, Yuchi Liu, Yifan Pu, Yalong Bai, Ethan Smith, Yuhui Yuan",https://openaccess.thecvf.com/content/CVPR2026/papers/Tang_Masked_Region_Transformer_for_Layered_Image_Generation_and_Editing_at_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Masked Representation Modeling for Domain-Adaptive Segmentation,"Wenlve Zhou, Zhiheng Zhou, Tiantao Xian, Yikui Zhai, Weibin Wu, Biyun MA",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhou_Masked_Representation_Modeling_for_Domain-Adaptive_Segmentation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Masked-Diffusion Autoencoders for 3D Medical Vision Representation Learning,"Jiachen Tu, Guanghui Qin, Theodore Zhengde Zhao, Jeya Maria Jose Valanarasu, Sheng Zhang, Tristan Naumann, Fan Lam, Sheng Wang, Hoifung Poon",https://openaccess.thecvf.com/content/CVPR2026/papers/Tu_Masked-Diffusion_Autoencoders_for_3D_Medical_Vision_Representation_Learning_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Masking Matters: Unlocking the Spatial Reasoning Capabilities of LLMs for 3D Scene-Language Understanding,"Yerim Jeon, Miso Lee, WonJun Moon, Jae-Pil Heo",https://openaccess.thecvf.com/content/CVPR2026/papers/Jeon_Masking_Matters_Unlocking_the_Spatial_Reasoning_Capabilities_of_LLMs_for_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,Masking Teacher and Reinforcing Student for Distilling Vision-Language Models,"Byung-Kwan Lee, Yu-Chiang Frank Wang, Ryo Hachiuma",https://openaccess.thecvf.com/content/CVPR2026/papers/Lee_Masking_Teacher_and_Reinforcing_Student_for_Distilling_Vision-Language_Models_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MatAnyone 2: Scaling Video Matting via a Learned Quality Evaluator,"Peiqing Yang, Shangchen Zhou, Kai Hao, Qingyi Tao",https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_MatAnyone_2_Scaling_Video_Matting_via_a_Learned_Quality_Evaluator_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MatE: Material Extraction from Single-Image via Geometric Prior,"Zeyu Zhang, Wei Zhai, Jian Yang, Yang Cao",https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_MatE_Material_Extraction_from_Single-Image_via_Geometric_Prior_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
CVPR,2026,MatLat: Material Latent Space for PBR Texture Generation,"Kyeongmin Yeo, Yunhong Min, Jaihoon Kim, Minhyuk Sung",https://openaccess.thecvf.com/content/CVPR2026/papers/Yeo_MatLat_Material_Latent_Space_for_PBR_Texture_Generation_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/CVPR2026?day=all
